LICENSE#,FULL NAME,DBA NAME,LICENSE TYPE,DESCRIPTION,STATUS,PROCESSED DATE,START DATE,EXPIRE DATE,INACTIVE DATE,INSPECTOR NAME,MILESTONE DATE,MILESTONE,PROPERTY TYPE,SITE LOCATION,ZIP,COMPANY TYPE,#EMPLOYEES,#VEHICLES,#STANDS,#SEATS,#UNITS,TYPE OF BUSINESS,COUNCIL DISTRICT,BID AREA,APPLICATION DESCRIPTION,STATE LICENSE#,HOME BASED,OUTSIDE CITY,CLASS DESCRIPTION,BUSN LICENSE EXEMPT,Shape,FPEXEMPT,FPCITYFAC,CETOTALUNITS,CENSUSTRACT,HEDISCOUNT,HEPROGRAMELEMENT,HEPROGRAMELEMENTDESC,HEWATERAMOUNT,HEHAZMATAMOUNT,HEEPANUMBER,HEEVENTSTART,HEONETIMEPERMIT,HEEVENTEND,HEPERMITTYPE,HEPERMITTYPEDESC,HEEVENTNAME,HEEXEMPT,COMMENTS,OBJECTID
BU20238460,NUM SATHA RAUV,WEST MINI MART,BU,Food Retail Store,Active,1.03E+12,1.45E+12,1.55E+12,,Aswiege,1.55E+12,Pre-Renew,COM,615 E 10TH ST,90813,PARTNER,0,0,0,0,0,Food Retail Store,6,DOWNTOWN,New License,91383783,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Food Retail Sales &amp; 99??? Gifts,55309
BU07048236,"MOODY, J RICHARD TRUST",,BU,Commercial/Industrial Space  Rental,Active,1.36E+12,1.44E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,965 E BROADWAY   Includes 965-69 E Broadway,90802,TRUST,0,0,0,0,0,Commercial/Industrial Space  Rental,2,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,55330
BU03042004,CLAUDIA KESHISHIAN,,BU,Apartment House,Active,1.43E+12,8.70E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1000 E 10TH ST  950-56 Martin L King Ave,90813,SOLE,0,0,0,0,7,Apartment House,1,DOWNTOWN,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment House,55436
BU07067696,AUDREY S LOFTIN,,BU,Commercial/Industrial Space  Rental,Active,1.40E+12,1.40E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,"782  PACIFIC AVE  762 PACIFIC AVE LONG BEACH, CA 90813",90813,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,1,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,55520
BU07072581,J P HOUSING CORP,,BU,Commercial/Industrial Space  Rental,Active,1.40E+12,1.40E+12,1.55E+12,,LOVOSS,1.55E+12,Pre-Renew,COM,625  PINE AVE  625-33 Pine Ave,90802,CORP,0,0,0,0,0,Commercial/Industrial Space  Rental,1,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Indsutrial,55523
BU07072632,JAMES I & CHRISTIE K CHU,,BU,Commercial/Industrial Space  Rental,Active,1.23E+12,5.00E+11,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,701  PINE AVE,90813,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,1,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,55530
BU07059591,FRANCISCO J URIARTE,,BU,Commercial/Industrial Space  Rental,Active,1.40E+12,1.40E+12,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,758  LONG BEACH BLVD,90813,SOLE,0,0,0,0,0,Commercial/Industrial Space  Rental,1,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,55543
BU07059601,"SIMON, GIVORG TRUST",,BU,Commercial/Industrial Space  Rental,Active,1.26E+12,5.00E+11,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,795  LONG BEACH BLVD,90813,TRUST,0,0,0,0,0,Commercial/Industrial Space  Rental,1,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,55545
BU03048363,JESSE L HOWARD,,BU,Apartment House,Active,1.41E+12,1.41E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,513 E BROADWAY,90802,PARTNER,0,0,0,0,6,Apartment House,2,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,55549
BU03048400,N H C/O D D BARR COHEN,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,245  LINDEN AVE,90802,SOLE,0,0,0,0,18,Apartment House,2,DOWNTOWN,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,55550
BU07042620,"PALLARES, CARLOS O TRUST",,BU,Commercial/Industrial Space  Rental,Active,5.00E+11,5.00E+11,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,619  ATLANTIC AVE  Includes 619-21 Atlantic Ave,90802,TRUST,0,0,0,0,0,Commercial/Industrial Space  Rental,1,DOWNTOWN,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,55579
BU01013681,AIR PRODUCTS AND CHEMICAL INC,,BU,Manufacturing,Active,9.33E+11,44582400000,1.56E+12,,LOVOSS,1.54E+12,Renewed,COM,901 W 12TH ST,90813,CORP,8,0,0,0,0,Manufacturing,1,,New License,,No,No,Manufacturing,No,,,,0,0,,,,,,,,,,,,,,Liq Gas,55628
BU07037301,ROBERT GUMBINER FOUNDATION,,BU,Commercial/Industrial Space  Rental,Active,1.40E+12,4.92E+11,1.55E+12,,LOVOSS,1.52E+12,Renewed,COM,695  ALAMITOS AVE  902-04 E 7th/695 Alamitos Ave,90802,CORP,0,0,0,0,0,Commercial/Industrial Space  Rental,1,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Indsutrial,55687
BU20401030,H & R BLOCK INC,H & R BLOCK EASTERN ENTERPRISES INC,BU,Tax Preparation,Active,1.07E+12,9.49E+11,1.55E+12,,LOVOSS,1.55E+12,Pre-Renew,COM,400  LONG BEACH BLVD,90802,CORP,30,0,0,0,0,Tax Preparation,1,DOWNTOWN,Change of Address,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Tax Preparation,55802
BU03039111,MICHAEL DUERR,,BU,Apartment House,Active,1.43E+12,2.58E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1236  PINE AVE  1236-42 Pine Ave,90813,PARTNER,0,0,0,0,4,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,55890
BU03040141,AMUSEMENT INDUSTRIES INC,,BU,Apartment House,Active,9.95E+11,2.58E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1120  LINDEN AVE,90813,SOLE,0,0,0,0,12,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment House,55896
BU03040150,B J MANDALIA,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1232  ST MARYS CT,90813,SOLE,0,0,0,0,6,Apartment House,1,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,55897
BU03040191,ALAN MANLULU,,BU,Apartment House,Active,9.96E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,1216  ATLANTIC AVE,90813,SOLE,0,0,0,0,4,Apartment House,6,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,55899
BU03033822,WELLINGTON COURT APARTMENTS LP,,BU,Apartment House,Active,1.42E+12,1.38E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1702  LOCUST AVE,90813,LLC,0,0,0,0,20,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,56003
BU03033840,C & G INVESTMENTS,,BU,Apartment House,Active,4.50E+11,4.50E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,359 E ESTHER ST,90813,CORP,0,0,0,0,7,Apartment House,1,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,56004
BU03033892,"COURTYARDS OF LONG BEACH HOUSING, LP",,BU,Apartment House,Active,1.28E+12,1.27E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,350 E ESTHER ST,90813,LLC,0,0,0,0,10,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,Yes,,,,0,0,,,,,,,,,,,,,,Low Income Residential Rental,56008
BU03033931,ALFONSO GRANADOS,,BU,Apartment House,Active,1.08E+12,2.58E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1711  LINDEN AVE,90813,SOLE,0,0,0,0,4,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,56012
BU03033950,DAVID V & SANGWANY KRENG,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,329 E 16TH ST,90813,SOLE,0,0,0,0,4,Apartment House,1,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,56013
BU20131881,C W WELDING SERVICE INC,,BU,Contracting - Misc.,Active,1.05E+12,9.97E+11,1.55E+12,,LOVOSS,1.55E+12,Pre-Renew,COM,1735  SANTA FE AVE,90813,CORP,15,0,0,0,0,Contracting - Misc.,1,,New License,,No,No,Contractors,No,,,,0,0,,,,,,,,,,,,,,C60 C61 D21a,56027
BU03061130,"BRUCE & DITCHKUS, LANCE STEWART",,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,425  VIRGINIA CT  425-29 Virg Ct/441-47 Melrose Wy,90802,PARTNER,0,0,0,0,8,Apartment House,1,DOWNTOWN,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,56041
BU03061146,MARTIN A GONZALES,,BU,Apartment House,Active,1.37E+12,8.92E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,900  MAGNOLIA AVE  Includes 906 Magnolia,90813,SOLE,0,0,0,0,4,Apartment House,1,DOWNTOWN,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment House,56046
BU03037263,THIEN & JULIEANNE L PHAN,,BU,Apartment House,Active,1.40E+12,1.40E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1118  CEDAR AVE,90813,PARTNER,0,0,0,0,11,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,56118
BU03037292,SYLVIA MURCIA,,BU,Apartment House,Active,1.38E+12,1.38E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,316 W 12TH ST,90813,SOLE,0,0,0,0,4,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,56121
BU03037302,EFREM SEEGER,,BU,Apartment House,Active,1.04E+12,9.26E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1149  CEDAR AVE,90813,SOLE,0,0,0,0,13,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,56123
BU20111321,KIM E AUSTIN,,BU,Apartment House,Active,1.09E+12,1.08E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1338  LINDEN AVE,90813,SOLE,0,0,0,0,4,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment House,56203
BU20001820,GIL YONG PARK,PARK'S TRANSMISSION SERVICE,BU,Auto Repair ??? General,Active,9.48E+11,9.48E+11,1.55E+12,,LOVOSS,1.52E+12,Renewed,COM,1110  LONG BEACH BLVD,90813,SOLE,3,0,0,0,0,Auto Repair ??? General,1,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Major Repair,56220
BU07032341,JOHN E & ELIZABETH M DIXON,,BU,Commercial/Industrial Space  Rental,Active,1.40E+12,1.40E+12,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,615 E 10TH ST,90813,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,6,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Indsutrial,56291
BU07032351,MAJID & LUZ SAEDIFAR,,BU,Commercial/Industrial Space  Rental,Active,9.35E+11,8.79E+11,1.57E+12,,LOVOSS,1.53E+12,Renewed,COM,980  ATLANTIC AVE,90813,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,1,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,56293
BU07033311,PERRY JEFF,,BU,Commercial/Industrial Space  Rental,Active,1.43E+12,1.43E+12,1.55E+12,,LOVOSS,1.53E+12,Renewed,COM,2000 W 16TH ST,90813,SOLE,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Indsutrial,56321
BU07033410,J B D PARTNERSHIP,,BU,Commercial/Industrial Space  Rental,Active,4.92E+11,4.92E+11,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,1440 W 17TH ST,90813,CORP,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,56329
BU20040610,OVERSEAS FREIGHT INC,,BU,Business Office,Active,9.71E+11,9.71E+11,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,1525  SEABRIGHT AVE,90813,CORP,19,0,0,0,0,Business Office,1,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Business Office/Trucking,56382
BU07029032,URBANA DEVELOPMENT LLC,,BU,Commercial/Industrial Space  Rental,Active,1.41E+12,1.41E+12,1.55E+12,,LOVOSS,1.52E+12,Renewed,COM,425 E 4TH ST  425-441 E 4th St,90802,LLC,0,0,0,0,0,Commercial/Industrial Space  Rental,1,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,56535
BU20513722,MARK E & I LORENA EDINGTON,,BU,Apartment House,Active,1.41E+12,1.41E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,952  CEDAR AVE  952-58 Cedar Ave,90813,PARTNER,0,0,0,0,4,Apartment House,1,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,56578
BU07060062,B 1300-1310 LONG BEACH BOULEVARD,,BU,Commercial/Industrial Space  Rental,Active,1.41E+12,1.40E+12,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,1310  LONG BEACH BLVD,90813,CORP,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial / Industrial Space Rental,56608
BU07060090,LLC LONG BEACH PLAZA,,BU,Commercial/Industrial Space  Rental,Active,4.92E+11,4.92E+11,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,1333  LONG BEACH BLVD  Includes 1301-33 Long Beach Blvd,90813,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,**** See Xn Screen**** Elb,56610
BU06059146,IVAN PIZANA,,BU,Apartment House,Active,1.44E+12,8.76E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1460  HENDERSON AVE,90813,SOLE,0,0,0,0,4,Apartment House,1,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment House,56646
BU20319110,LAFAYETTE ASSOCIATION OF HOMEOWNERS INC,,BU,Commercial/Industrial Space  Rental,Active,1.05E+12,1.05E+12,1.56E+12,,LOVOSS,1.52E+12,Renewed,COM,140  LINDEN AVE  144-146 Linden;500-540 E Broadwy,90802,CORP,0,0,0,0,0,Commercial/Industrial Space  Rental,2,DOWNTOWN,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial Industrial Space Rental 8300 Sf,56677
BU20720410,RDL CAPITAL INC,COLDSTONE CREAMERY,BU,Restaurant & Ready to Eat Foods,Active,1.18E+12,1.18E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,25  AQUARIUM WAY,90802,CORP,14,0,0,0,0,Restaurant & Ready to Eat Foods,2,DOWNTOWN,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Ice Cream,56751
BU20049460,LARRY B HOLMES,HOLMES & ASSOCIATES,BU,Accounting,Active,9.77E+11,9.77E+11,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,400  OCEANGATE  550,90802,PARTNER,2,0,0,0,0,Accounting,2,DOWNTOWN,Change of Address,,No,No,Professionals,No,,,,0,0,,,,,,,,,,,,,,Accounting,56773
BU20356330,PAMELA KELLY,,BU,General Services ??? Other,Active,1.07E+12,1.07E+12,1.58E+12,,LOVOSS,1.54E+12,Renewed,RES,1356  LINDEN AVE,90813,SOLE,0,0,0,0,0,General Services ??? Other,1,,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,Speech Consult,56841
BU03032913,LMNO PROPERTIES LLC,,BU,Apartment House,Active,1.40E+12,1.40E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1538  CEDAR AVE,90813,LLC,0,0,0,0,6,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,56921
BU03033100,RAUL G MAZA,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,LOVOSS,1.54E+12,Renewed,COM,1581  PINE AVE,90813,SOLE,0,0,0,0,4,Apartment House,1,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,56929
BU07048241,BROADWAY EAST PROPERTIES LLC,,BU,Commercial/Industrial Space  Rental,Active,1.39E+12,1.39E+12,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,968 E BROADWAY   970 E Broadway,90802,LLC,0,0,0,0,0,Commercial/Industrial Space  Rental,2,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,57093
BU20350400,OXY TIDELANDS INC & OXY WILMINGTON LLC,TIDELANDS OIL PRODUCTION COMPANY,BU,Contracting ??? Engineering,Active,1.07E+12,8.19E+11,1.55E+12,,LOVOSS,1.54E+12,Pre-Renew,COM,301 E OCEAN BLVD 300,90802,PARTNER,84,0,0,0,0,Contracting ??? Engineering,2,DOWNTOWN,Change of Ownership,,No,No,Contractors,No,,,,0,0,,,,,,,,,,,,,,A,57115
BU20716500,TODD BROWER,TODD BROWER,BU,Consulting,Active,1.18E+12,1.18E+12,1.56E+12,,LOVOSS,1.52E+12,Renewed,RES,115 W 4TH ST 304,90802,SOLE,0,0,0,0,0,Consulting,1,DOWNTOWN,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,Consulting,57151
BU03040934,TREE 1 LLC,,BU,Apartment House,Active,1.40E+12,1.40E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,1035  LIME AVE  1035-1039 Lime Ave,90813,LLC,0,0,0,0,10,Apartment House,6,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,57192
BU03040940,LOUIS M AND CAROLE R OWENS,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,1025  LIME AVE,90813,PARTNER,0,0,0,0,6,Apartment House,6,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57193
BU20538960,ARNULFO PUENTES,A & A AEROSPACE FORMING & FABRICATION,BU,Manufacturing,Active,1.12E+12,1.12E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1951 W 16TH ST,90813,PARTNER,2,0,0,0,0,Manufacturing,1,,New License,,No,No,Manufacturing,No,,,,0,0,,,,,,,,,,,,,,Aircraft Parts Forming & Fabricaiton,57216
BU00045100,CONNOLLY PACIFIC CO,CONNOLLY PACIFIC CO,BU,Contracting ??? Engineering,Active,1.52E+11,1.52E+11,1.55E+12,,LOVOSS,1.52E+12,Renewed,COM,1925  PIER D ST,90802,CORP,58,0,0,0,0,Contracting ??? Engineering,1,,New License,,No,No,Contractors,No,,,,0,0,,,,,,,,,,,,,,A,57241
BU03058151,FIFTH STREET INVESTMENTS LLC,,BU,Apartment House,Active,1.41E+12,1.41E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,135 W 5TH ST,90802,LLC,0,0,0,0,5,Apartment House,1,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,57259
BU03058160,ROSE APARTMENTS,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,125 W 5TH ST,90802,SOLE,0,0,0,0,5,Apartment House,1,DOWNTOWN,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57260
BU03058361,"ALEVY, ALLEN",,BU,Apartment House,Active,1.09E+12,1.08E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,700 E ESTHER ST  Includes 630-790 E Esther St,90813,CORP,0,0,0,0,78,Apartment House,6,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment Houe,57262
BU02030150,CMAC CONSTRUCTION COMPANY,CMAC CONSTRUCTION COMPANY,BU,Contracting - Misc.,Active,2.08E+11,2.08E+11,1.57E+12,,LOVOSS,1.53E+12,Renewed,COM,1461  CANAL AVE,90813,CORP,45,0,0,0,0,Contracting - Misc.,1,,New License,,No,No,Contractors,No,,,,0,0,,,,,,,,,,,,,,,57278
BU03038522,THE GRACE CHANG REVOCABLE LIVING TRUST TR,,BU,Apartment House,Active,1.40E+12,1.40E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,433 W 7TH ST,90813,TRUST,0,0,0,0,17,Apartment House,1,DOWNTOWN,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,57337
BU07060291,"MOINEE, MIKE & SHOLEH TR",,BU,Commercial/Industrial Space  Rental,Active,1.25E+12,1.02E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1504  LONG BEACH BLVD,90813,TRUST,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Cisrl,57376
BU07040591,"LORDING, TERENCE A TRUST",,BU,Commercial/Industrial Space  Rental,Active,1.10E+12,4.92E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,470 W ANAHEIM ST  Incl 468-474 W Anaheim St,90813,TRUST,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Leasee To Pay Fee For Building Elb,57394
BU07040612,ABDUL W HIDAYATHULLA,,BU,Commercial/Industrial Space  Rental,Active,1.32E+12,1.32E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,500 W ANAHEIM ST,90813,SOLE,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial Space Rental,57397
BU07037811,JOEL & LORI MARFIELD,,BU,Commercial/Industrial Space  Rental,Active,1.40E+12,1.40E+12,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,501 E ANAHEIM ST,90813,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Indsutrial,57452
BU07037831,"MANDALIA, C & F 2008 TRUST",,BU,Commercial/Industrial Space  Rental,Active,1.40E+12,1.40E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,526 E ANAHEIM ST  526 1/2 E Anaheim St,90813,TRUST,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,57455
BU20652800,KRISTIN DUNN,,BU,Business Office,Active,1.16E+12,1.16E+12,1.57E+12,,LOVOSS,1.54E+12,Renewed,RES,207 E BROADWAY,90802,SOLE,0,0,0,0,0,Business Office,2,DOWNTOWN,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,Custom Book Binding,57468
BU03041090,LIN M ENRIGHT,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,626 E 9TH ST  Includes 626-30 E 9th St,90813,PARTNER,0,0,0,0,5,Apartment House,1,DOWNTOWN,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57543
BU03035441,DAVID & ROGELIA GALLEGOS,,BU,Apartment House,Active,1.32E+12,1.32E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1450  HENDERSON AVE,90813,PARTNER,0,0,0,0,4,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rentals,57552
BU03034973,1614 HENDERSON APARTMENTS LLC,,BU,Apartment House,Active,1.44E+12,1.44E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1614  HENDERSON AVE,90813,LLC,0,0,0,0,10,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,57570
BU03034991,THOMAS FAMILY TRUST,,BU,Apartment House,Active,1.25E+12,1.01E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1524  HENDERSON AVE  1524-30 Henderson Ave,90813,TRUST,0,0,0,0,4,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57573
BU03035001,A CALIFORNIA CORP SHAKIBAEI CORPORATION,,BU,Apartment House,Active,9.61E+11,2.58E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1512  HENDERSON AVE,90813,PARTNER,0,0,0,0,7,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57574
BU03035043,KITTY LEW,,BU,Apartment House,Active,1.06E+12,2.58E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1585  CHESTNUT AVE,90813,SOLE,0,0,0,0,24,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57577
